	01. マリンブルーに沿って.mp3		マリンブルーに沿って		佐咲紗花		320000		4:4		10		4.06204041666667		D:\williamlun\TSDM專輯\01. マリンブルーに沿って.mp3	
	14. Open Heart.mp3		Open Heart		鈴木このみ		320000		3:34		8		3.55918333333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\14. Open Heart.mp3	
	15. DAYS of DASH (Pf Ver.).mp3		DAYS of DASH (Pf Ver.)		鈴木このみ		320000		2:13		5		2.21387708333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\15. DAYS of DASH (Pf Ver.).mp3	
	DARAKENA.mp3		DARAKENA		?		320000		4:46		11		4.766295		D:\williamlun\TSDM專輯\[140423]TVアニメ「棺姫のチャイカ」OPテーマ「DARAKENA」／野水いおり[320K]\MP3\DARAKENA.mp3	
	03. サイバーサンダーサイダー.mp3		サイバーサンダーサイダー		鈴木このみ		320000		3:26		8		3.43423083333333		D:\williamlun\TSDM專輯\[140521] TVアニメ「ノーゲーム・ノーライフ」OPテーマ「This game」／鈴木このみ [通常盤] (320K+BK)\MP3\03. サイバーサンダーサイダー.mp3	
	02. Delighting.mp3		Delighting		鈴木このみ		320000		4:49		11		4.81610833333333		D:\williamlun\TSDM專輯\[140521] TVアニメ「ノーゲーム・ノーライフ」OPテーマ「This game」／鈴木このみ [通常盤] (320K+BK)\MP3\02. Delighting.mp3	
	(01)オラシオン.mp3		オラシオン		白(CV:茅野愛衣)		320000		4:34		10		4.57404041666667		D:\williamlun\TSDM專輯\[140521]「ノーゲーム・ノーライフ」エンディングテーマ『 オラシオン』[WAV+CUE+LOG+MP3+BK]\(01)オラシオン.mp3	
	(01)共鳴のTrue Force.mp3		共鳴のTrue Force		原田ひとみ		320000		4:33		10		4.55619		D:\williamlun\TSDM專輯\[140723]7月新番『精灵使的剑舞』OP主題歌「共鳴のTrue Force」／原田ひとみ[WAV+CUE+MP3+BK]\ZMCZ-9539(MP3)\(01)共鳴のTrue Force.mp3	
	unravel.mp3		unravel		TK from 凛として時雨		320000		4:1		9		4.0124075		D:\williamlun\TSDM專輯\[140723]TVアニメ『東京喰種トーキョーグール』OP主題歌「unravel」(期間生産限定アニメ盤)／TK from 凛として時雨[320K+BK]\MP3\unravel.mp3	
	01. 暁の水平線に.mp3		暁の水平線に		赤城(CV.藤田咲)&翔鶴(CV.野水伊織)		320000		3:39		8		3.64495166666667		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【壱】KanColle Vocal Collection Vol.1 (320K)\MP3\01. 暁の水平線に.mp3	
	02. 鎮守府の朝.mp3		鎮守府の朝		暁、響、雷、電(CV.洲崎綾)		320000		4:5		9		4.08032583333333		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【壱】KanColle Vocal Collection Vol.1 (320K)\MP3\02. 鎮守府の朝.mp3	
	02. 提督との絆.mp3		提督との絆		金剛、比叡、榛名、霧島(CV.東山奈央)		320000		5:27		13		5.44565916666667		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\MP3\02. 提督との絆.mp3	
	01. 華の二水戦.mp3		華の二水戦		川内、神通、那珂(CV.佐倉綾音)		320000		4:35		11		4.57534625		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\MP3\01. 華の二水戦.mp3	
	01. Skyreach.mp3		Skyreach		雨宮天		320000		4:30		10		4.49915583333333		D:\williamlun\TSDM專輯\[140813]「斩·赤红之瞳！」OP-Skyreach／雨宮天[320K][XY@绯]\01. Skyreach.mp3	
	藍井エイル - 01.IGNITE.mp3		IGNITE		藍井エイル		320000		4:5		9		4.0820675		D:\williamlun\TSDM專輯\[140820]TVアニメ「刀剑神域II」OP『IGNITE』藍井エイル(期間生産限定アニメ盤)\藍井エイル - 01.IGNITE.mp3	
	aLIEz.mp3		aLIEz		SawanoHiroyuki[nZk]		320000		4:29		10		4.47564583333333		D:\williamlun\TSDM專輯\[140910]TVアニメ『アルドノア・ゼロ』ED「A／Z」(期間生産限定アニメ盤)／SawanoHiroyuki[nZk][320K+BK]\MP3\aLIEz.mp3	
	ideal white.mp3		ideal white		綾野ましろ		320000		4:17		10		4.28712875		D:\williamlun\TSDM專輯\[141022]TVアニメ 『Fate／stay night』 OPテーマ「ideal white」／綾野ましろ[320K+BK]\MP3\ideal white.mp3	
	01. 銀閃の風.mp3		銀閃の風		鈴木このみ		320000		4:34		11		4.56620333333333		D:\williamlun\TSDM專輯\[141119]TVアニメ「魔弾の王と戦姫」OPテーマ「銀閃の風」／鈴木このみ[320K]\MP3\01. 銀閃の風.mp3	
	02. 竜星鎮魂歌.mp3		竜星鎮魂歌		鈴木このみ		320000		5:3		12		5.04467958333333		D:\williamlun\TSDM專輯\[141119]TVアニメ「魔弾の王と戦姫」OPテーマ「銀閃の風」／鈴木このみ[320K]\MP3\02. 竜星鎮魂歌.mp3	
	03. オラシオン.mp3		オラシオン		鈴木このみ		320000		4:37		11		4.6232375		D:\williamlun\TSDM專輯\[141119]TVアニメ「魔弾の王と戦姫」OPテーマ「銀閃の風」／鈴木このみ[320K]\MP3\03. オラシオン.mp3	
	01. D.O.B..mp3		D.O.B.		野水いおり		320000		3:27		8		3.45425791666667		D:\williamlun\TSDM專輯\[150729] TVアニメ「空戦魔導士候補生の教官」OPテーマ「D.O.B.」／野水いおり(320K)\01. D.O.B..mp3	
	01. プライド革命.mp3		プライド革命		CHiCO with HoneyWorks		320000		3:56		9		3.92663875		D:\williamlun\TSDM專輯\[150805] TVアニメ「銀魂゜」OP2テーマ「プライド革命」／CHiCO with HoneyWorks\01. プライド革命.mp3	
	02. ヒストリア.mp3		ヒストリア		CHiCO with HoneyWorks		320000		3:29		8		3.48647583333333		D:\williamlun\TSDM專輯\[150805] TVアニメ「銀魂゜」OP2テーマ「プライド革命」／CHiCO with HoneyWorks\02. ヒストリア.mp3	
	05. 真聖輝のメタモルフォシス.mp3		真聖輝のメタモルフォシス		鈴木このみ		320000		4:44		11		4.73861166666667		D:\williamlun\TSDM專輯\[151016] 鈴木このみ 1stミニアルバム「18 -MORE-」(320K)\MP3\05. 真聖輝のメタモルフォシス.mp3	
	04. 鈴木このみアニサマ11thSPメドレー (Studio Rec Ver.).mp3		鈴木このみアニサマ11thSPメドレー (Studio Rec Ver.)		鈴木このみ		320000		9:35		23		9.57648916666667		D:\williamlun\TSDM專輯\[151016] 鈴木このみ 1stミニアルバム「18 -MORE-」(320K)\MP3\04. 鈴木このみアニサマ11thSPメドレー (Studio Rec Ver.).mp3	
	03. Tomorrow's best (Remix Ver.).mp3		Tomorrow's best (Remix Ver.)		鈴木このみ		320000		4:3		9		4.05376833333333		D:\williamlun\TSDM專輯\[151016] 鈴木このみ 1stミニアルバム「18 -MORE-」(320K)\MP3\03. Tomorrow's best (Remix Ver.).mp3	
	02. Nice to Me CHU!!!.mp3		Nice to Me CHU!!!		鈴木このみ		320000		3:60		9		3.99716958333333		D:\williamlun\TSDM專輯\[151016] 鈴木このみ 1stミニアルバム「18 -MORE-」(320K)\MP3\02. Nice to Me CHU!!!.mp3	
	01. Before too long.mp3		Before too long		鈴木このみ		320000		4:2		9		4.0298225		D:\williamlun\TSDM專輯\[151016] 鈴木このみ 1stミニアルバム「18 -MORE-」(320K)\MP3\01. Before too long.mp3	
	01. Brand-new World.mp3		Brand-new World		西沢幸奏		320000		4:10		10		4.1632		D:\williamlun\TSDM專輯\[151111] TVアニメ「学戦都市アスタリスク」OPテーマ「Brand-new World」／西沢幸奏 [AAC+MP3]\AAC+MP3\01. Brand-new World.mp3	
	03. Door.mp3		Door		EGOIST		320000		5:35		13		5.58019		D:\williamlun\TSDM專輯\[151111] 劇場版「虐殺器官」主題歌「リローデッド」／EGOIST (320K)\MP3\03. Door.mp3	
	02. Ghost of a smile.mp3		Ghost of a smile		EGOIST		320000		5:24		13		5.40212208333333		D:\williamlun\TSDM專輯\[151111] 劇場版「虐殺器官」主題歌「リローデッド」／EGOIST (320K)\MP3\02. Ghost of a smile.mp3	
	01. リローデッド.mp3		リローデッド		EGOIST		320000		5:8		12		5.1352375		D:\williamlun\TSDM專輯\[151111] 劇場版「虐殺器官」主題歌「リローデッド」／EGOIST (320K)\MP3\01. リローデッド.mp3	
	01. オルフェンズの涙.mp3		オルフェンズの涙		MISIA		320000		5:6		12		5.10563208333333		D:\williamlun\TSDM專輯\[151125] TVアニメ「機動戦士ガンダム 鉄血のオルフェンズ」EDテーマ「オルフェンズの涙」／MISIA [通常盤] (320K)\MP3\01. オルフェンズの涙.mp3	
	ギミー!レボリューション.mp3		ギミー!レボリューション		内田真礼		320000		3:55		9		3.924		D:\williamlun\TSDM專輯\[151202]内田真礼 - PENKI[320K]\MP3\ギミー!レボリューション.mp3	
	創傷イノセンス.mp3		創傷イノセンス		内田真礼		320000		3:46		9		3.762		D:\williamlun\TSDM專輯\[151202]内田真礼 - PENKI[320K]\MP3\創傷イノセンス.mp3	
	02. I to I.mp3		I to I		鈴木このみ		320000		4:3		9		4.05725125		D:\williamlun\TSDM專輯\[160127] TVアニメ「ブブキ・ブランキ」OPテーマ「Beat your Heart」／鈴木このみ [初回限定盤] [320K+BK]\02. I to I.mp3	
	01. Beat your Heart.mp3		Beat your Heart		鈴木このみ		320000		4:10		10		4.15912875		D:\williamlun\TSDM專輯\[160127] TVアニメ「ブブキ・ブランキ」OPテーマ「Beat your Heart」／鈴木このみ [初回限定盤] [320K+BK]\01. Beat your Heart.mp3	
	02. メビウス.mp3		メビウス		鈴木このみ		320000		4:17		10		4.2916		D:\williamlun\TSDM專輯\[160511] TVアニメ「Re：ゼロから始める異世界生活」OPテーマ「Redo」／鈴木このみ [通常盤] [MP3]\02. メビウス.mp3	
	01. Redo.mp3		Redo		鈴木このみ		320000		4:19		10		4.3088		D:\williamlun\TSDM專輯\[160511] TVアニメ「Re：ゼロから始める異世界生活」OPテーマ「Redo」／鈴木このみ [通常盤] [MP3]\01. Redo.mp3	
	03. 世界は疵を抱きしめる (Acoustic Ver.).mp3		世界は疵を抱きしめる (Acoustic Ver.)		鈴木このみ		320000		4:45		11		4.7488		D:\williamlun\TSDM專輯\[160511] TVアニメ「Re：ゼロから始める異世界生活」OPテーマ「Redo」／鈴木このみ [通常盤] [MP3]\03. 世界は疵を抱きしめる (Acoustic Ver.).mp3	
	01. High Free Spirits.mp3		High Free Spirits		TrySail		320000		4:45		11		4.75515583333333		D:\williamlun\TSDM專輯\[160511] TVアニメ「ハイスクール・フリート」OPテーマ「High Free Spirits」／TrySail [通常盤] [320K]\01. High Free Spirits.mp3	
	01. 一度だけの恋なら.mp3		一度だけの恋なら		ワルキューレ		320000		4:12		10		4.20484291666667		D:\williamlun\TSDM專輯\[160511] TVアニメ「マクロスΔ」OP／ED／挿入歌「一度だけの恋なら／ルンがピカッと光ったら／いけないボーダーライン」／ワルキューレ [320K+BK]\01. 一度だけの恋なら.mp3	
	03. いけないボーダーライン.mp3		いけないボーダーライン		ワルキューレ		320000		4:43		11		4.71727833333333		D:\williamlun\TSDM專輯\[160511] TVアニメ「マクロスΔ」OP／ED／挿入歌「一度だけの恋なら／ルンがピカッと光ったら／いけないボーダーライン」／ワルキューレ [320K+BK]\03. いけないボーダーライン.mp3	
	01. ninelie.mp3		ninelie		Aimer with chelly(EGOIST)		320000		4:20		10		4.34067958333333		D:\williamlun\TSDM專輯\[160511] TVアニメ「甲鉄城のカバネリ」EDテーマ「ninelie」／Aimer with chelly(EGOIST) [320K]\01. ninelie.mp3	
	01. STYX HELIX.mp3		STYX HELIX		MYTH & ROID		320000		4:51		11		4.85485666666667		D:\williamlun\TSDM專輯\[160525] TVアニメ「Re：ゼロから始める異世界生活」EDテーマ「STYX HELIX」／MYTH & ROID [MP3]\01. STYX HELIX.mp3	
	01. KABANERI OF THE IRON FORTRESS.mp3		KABANERI OF THE IRON FORTRESS		EGOIST		320000		4:51		11		4.85746875		D:\williamlun\TSDM專輯\[160525] TVアニメ「甲鉄城のカバネリ」OPテーマ「KABANERI OF THE IRON FORTRESS」／EGOIST [320K]\01. KABANERI OF THE IRON FORTRESS.mp3	
	02. 一度だけの恋なら.mp3		一度だけの恋なら		ワルキューレ		320000		4:13		10		4.213115		D:\williamlun\TSDM專輯\[160706] ワルキューレ 1stアルバム「Walküre Attack!」[320K]\02. 一度だけの恋なら.mp3	
	05. 僕らの戦場.mp3		僕らの戦場		ワルキューレ		320000		4:26		10		4.4312375		D:\williamlun\TSDM專輯\[160706] ワルキューレ 1stアルバム「Walküre Attack!」[320K]\05. 僕らの戦場.mp3	
	01. Love is MY RAIL.mp3		Love is MY RAIL		鈴木このみ		320000		4:52		11		4.864435		D:\williamlun\TSDM專輯\[160803] TVアニメ「アンジュ・ヴィエルジュ」OPテーマ「Love is MY RAIL」／鈴木このみ [通常盤] [MP3]\01. Love is MY RAIL.mp3	
	03. miss blue.mp3		miss blue		鈴木このみ		320000		4:46		11		4.76255708333333		D:\williamlun\TSDM專輯\[160803] TVアニメ「アンジュ・ヴィエルジュ」OPテーマ「Love is MY RAIL」／鈴木このみ [通常盤] [MP3]\03. miss blue.mp3	
	02. Tears BREAKER with piano.mp3		Tears BREAKER with piano		鈴木このみ		320000		5:9		12		5.1583125		D:\williamlun\TSDM專輯\[160803] TVアニメ「アンジュ・ヴィエルジュ」OPテーマ「Love is MY RAIL」／鈴木このみ [通常盤] [MP3]\02. Tears BREAKER with piano.mp3	
	01. DEAD OR LIE.mp3		DEAD OR LIE		黒崎真音 feat.TRUSTRICK		320000		4:27		11		4.44604041666667		D:\williamlun\TSDM專輯\[160817] TVアニメ「ダンガンロンパ3 -The End of 希望ヶ峰学園- ＜未来編＞」OPテーマ「DEAD OR LIE」／黒崎真音 feat.TRUSTRICK [320K]\01. DEAD OR LIE.mp3	
	01. Paradisus-Paradoxum.mp3		Paradisus-Paradoxum		MYTH & ROID		320000		3:53		9		3.88789041666667		D:\williamlun\TSDM專輯\[160824] TVアニメ「Re：ゼロから始める異世界生活」OP2テーマ「Paradisus-Paradoxum」／MYTH & ROID [MP3]\01. Paradisus-Paradoxum.mp3	
	01. Stay Alive.mp3		Stay Alive		エミリア(CV.高橋李依)		320000		4:27		10		4.4543125		D:\williamlun\TSDM專輯\[160824]「Stay Alive」／エミリア(CV.高橋李依)[320K]\MP3\01. Stay Alive.mp3	
	01. ワガママMIRROR HEART.mp3		ワガママMIRROR HEART		大橋彩香		320000		4:35		11		4.5823125		D:\williamlun\TSDM專輯\[170118]ワガママMIRROR HEART 大橋彩香[320k]\01. ワガママMIRROR HEART.mp3	
	01. カオスシンドローム.mp3		カオスシンドローム		鈴木このみ		320000		4:26		10		4.42906083333333		D:\williamlun\TSDM專輯\[170222] TVアニメ「CHAOS;CHILD」EDテーマ「カオスシンドローム」／鈴木このみ [320K]\01. カオスシンドローム.mp3	
